,sentence,polarity,happiness,sadness,anger,surprise,disgust,fear
81538[10],movies sp which are sp okay they're not sp they're not stutter that great either sp but uhh,-1.33,0.0,0.0,0.0,0.0,0.67,0.0
81538[11],either sp but uhh i don't sp know i'd recommend it if you want stutter,-1.33,0.0,1.0,0.0,0.0,0.33,0.0
mpfSRGHFY0g[0],sp right sp so there was your traditional sp tv agency and then there sp was the radio and the newspaper and the media sp was sp like that as well sp then,0.33,0.33,0.0,0.0,0.33,0.0,0.0
mpfSRGHFY0g[1],digital and so there was different expertise sp they necessarily sp talk sp to each sp other sp so sp,-0.33,0.0,0.33,0.0,0.0,0.33,0.33
pqAGD3ijMPw[0],system sp so i think that the big trick out there is that there is huge lack sp of sp taking sp any sp responsibility sp we can't,-0.67,0.0,0.0,0.0,0.0,0.0,0.33
pqAGD3ijMPw[1],responsibility sp we can't probably sp make the banks and companies responsible for everything now that's gone wrong sp but if they don't take sp any responsibility how are we sp going to trust you sp again sp,-1.0,0.0,0.0,1.33,0.0,0.33,0.33
jQ3EmbRIe58[0],sp so the next quarterly town hall is happening on may from sp to am sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
jQ3EmbRIe58[1],there sp tune in sp and learn about the exciting things happening at it sp,2.0,1.0,0.67,0.0,0.0,0.0,0.0
jQ3EmbRIe58[2],data sp one of the big things that's going on in health care right now it's becoming a big data industry and analytics are really driving the future of healthcare sp so,1.67,0.67,0.0,0.0,0.33,0.0,0.0
jQ3EmbRIe58[3],healthcare sp so sp we started an initiative to get everyone in talking about how do we combine the data from across the five health systems and six medical schools sp and find a way to use that data so that sp every patient gets the absolute best sp and most personalized care sp that they can possibly get sp and,0.33,1.33,0.0,0.0,0.0,0.33,0.0
jQ3EmbRIe58[4],get sp and it's leading to a lot of exciting conversations and for us to look at opportunities that we never thought before sp possible sp,3.0,2.0,0.0,0.0,0.67,0.0,0.0
jQ3EmbRIe58[5],sp the summit that we held in march down at was an opportunity for sp the it community to engage sp about a hundred sp professors and faculty members from around the system the vice,1.67,1.0,0.0,0.0,0.0,0.0,0.0
jQ3EmbRIe58[6],public sp it's a role that the doesn't specifically play sp but we thought about sp what is the opportunity for us to actually help the state take the data that they're sitting on sp combine it with the sp data that our researchers sp create sp and actually do a better job providing public information sp for the citizens of california sp,1.0,0.33,0.0,0.0,0.0,0.0,0.0
CHh6hWo1AFE[0],they want to find out sp they ask people sp that's fine you should give the correct answer then sp,0.67,0.67,0.0,0.0,0.0,0.0,0.0
CHh6hWo1AFE[1],sp but in the buildup to an election what's happening is that sp you're getting called on the phone and being asked to give away your valuable sp personal information sp,-1.0,0.33,0.0,0.0,0.0,0.33,0.0
CHh6hWo1AFE[2],sp remember the uproar when starting messing with their privacy settings sp your personal,-0.67,0.0,0.0,0.0,0.0,0.0,0.0
CHh6hWo1AFE[3],settings sp your personal information is valuable sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
CHh6hWo1AFE[4],sp the polls collect that sp bundle it sp and sell it sp for massive profits sp so that politicians can lie to you better sp,-1.67,0.0,0.0,1.0,0.0,1.0,0.0
CHh6hWo1AFE[5],sp politicians can do that sp because they have faith that the polls are accurate sp,-0.33,0.0,0.0,0.33,0.0,0.33,0.33
CHh6hWo1AFE[6],sp if the polls tell them the right lie sp then all they have to do is always give the right lie sp,-0.67,0.0,0.0,0.0,0.0,0.0,0.0
CHh6hWo1AFE[7],sp so what you should really start thinking about is making the polls work for you sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
zqkawTdHN5s[0],sp so sp we found sp during the recession sp that sp advertisers were migrating to direct response television sp not,-0.67,0.0,0.33,0.33,0.33,0.0,0.0
zqkawTdHN5s[1],television sp not only because it offered sp them sp efficiencies sp but because it allowed sp them sp to communicate sp some sp relevance and usefulness to consumers sp and,1.0,1.67,0.0,0.0,0.0,0.0,0.33
-ZgjBOA1Yhw[0],cubic sp but sp our sp ukrainian sp partners rejected sp this possibility sp for sp reasons sp unknown sp to sp me it sp,-0.33,0.0,0.33,0.0,0.33,0.0,0.33
-ZgjBOA1Yhw[1],sp to sp me it sp is common sp knowledge that the sp reverse sp flow gas sp that sp they sp ukraine sp are sp receiving sp from several european countries sp costs sp more sp for consumers sp people,-0.67,0.0,0.67,0.0,0.0,0.0,0.33
-ZgjBOA1Yhw[2],time sp is it sp cheaper to receive russian sp gas sp or to sp get sp reverse flow sp gas sp for sp dollars more than sp the russian sp price sp that sp means,-0.33,0.0,0.0,0.0,0.0,0.0,0.33
-ZgjBOA1Yhw[3],sp price sp that sp means sp paying the price of per sp cubic that's the sp possible sp price for sp the third sp quarter sp we sp,0.33,0.33,0.67,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[4],impose sp them if sp it sp is profitable for them to sp pay at the expense sp of sp consumers sp at sp the sp expense of sp their citizens sp it is sp their personal choice let sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[5],personal choice let sp them answer sp to sp their sp people sp who sp have to understand at sp what sp price the sp gas sp is sp purchased from sp friendly sp european sp countries sp,0.0,0.0,0.0,0.67,0.0,0.0,0.0
rz4Ax6xfZHQ[0],monitor it sp there are many different sp kind of consumer conversational places in the marketplace sp like sp related to customer service sp product reviews in those places sp that a brand can very nearly instantaneously sp understand the context and the intent sp of a customer with a brand and a product sp and,1.0,1.33,0.0,0.0,0.67,0.0,0.0
rz4Ax6xfZHQ[1],sp there some grassroots brands that are by sp the people sp and for the people are sp going to have great success there sp likewise,2.0,2.67,0.0,0.0,0.0,0.0,0.0
rz4Ax6xfZHQ[2],channel sp but you can create value by sp bringing sp the math and the sp science of those innovations to the marketplace in the right places so sp,0.67,1.0,0.0,0.0,0.0,0.0,0.0
rz4Ax6xfZHQ[3],right places so sp it's very important to understand the relationship between the product sp the brand and the conversation in the marketplace and deploying,0.33,0.67,0.0,0.0,0.0,0.0,0.0
rz4Ax6xfZHQ[4],product sp and so to sp not participate in those places to not engage not to listen sp is a huge strategic sp mistake but in the other,-0.67,0.67,0.0,0.0,0.0,0.0,0.67
rz4Ax6xfZHQ[5],sp a product road map sp can be built sp by simply listening to the marketplace sp companies,1.0,1.33,0.0,0.0,0.0,0.0,0.0
rz4Ax6xfZHQ[6],marketplace sp companies that were built looking forward in the marketplace had had success in the past sp,0.33,1.0,0.0,0.0,0.0,0.0,0.33
rz4Ax6xfZHQ[7],backwards sp they need to listen to the conversation in the marketplace sp build what the demand is sp and look at the data sp those,1.0,1.33,0.0,0.0,0.0,0.0,0.0
rz4Ax6xfZHQ[8],data sp those two answers those two bright sp shining sp lines sp are your strategy sp you just,2.0,2.0,0.0,0.0,0.33,0.0,0.0
sw-smuVRByI[0],but it's not sp a crazy amount of money where sp girls would sp feel sp pressured into doing it if sp they sp kind of didn't really want sp to sp so,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sw-smuVRByI[1],to sp so sp you know sp they're doing it because they want to do it sp because they,0.67,0.33,0.0,0.0,0.33,0.0,0.0
sw-smuVRByI[2],to do it sp because they want to get that little bit of extra money sp or sp for sp whatever reason well i can't think,0.0,0.0,1.0,0.0,0.67,0.0,0.0
sw-smuVRByI[3],whatever reason well i can't think of any other reason apart from getting the money sp,-0.67,0.0,0.0,0.0,0.0,0.33,0.0
sw-smuVRByI[4],sp but sp yeah sp it's not like that sp they don't sp want sp to do it or they're being forced sp into sp it sp or anything sp like that however,0.33,0.33,0.0,0.0,0.0,0.33,0.0
sw-smuVRByI[5],sp like that however sp the second point that i want to make sp is sp that sp i do think that sp advertising in general has sp gone too far sp,-1.33,1.0,0.0,0.0,0.0,0.0,0.0
sw-smuVRByI[6],sp i sp read sp somewhere sp i can't remember where but i read somewhere that sp the sp person sp is exposed sp to about sp five sp thousand sp advertisements a sp day sp,-0.33,0.67,0.0,0.0,1.33,0.33,0.0
sw-smuVRByI[7],sp i mean that is a crazy amount of advertisements i mean sp,0.0,0.67,0.0,0.0,1.67,0.33,0.0
UTNP1roJV3I[0],now sp i want sp to sp talk to you about brandon marshall in particular sp he,0.0,0.0,0.0,0.33,0.0,0.0,0.0
UTNP1roJV3I[1],i'll join you he's from the denver broncos another team sp,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UTNP1roJV3I[2],sp brandon sp marshall is a sp successful player but not sp as well known as colin or some of the sp more sp well known stars on offense he's a defensive,-0.33,0.0,0.0,0.0,0.0,0.33,0.0
UTNP1roJV3I[3],player sp he sp had sp a couple of endorsement deals immediately he lost them sp,-0.67,0.0,0.0,0.67,0.0,0.67,0.0
UTNP1roJV3I[4],sp along he went on to put sp more money where his mouth is sp they,-0.67,0.0,0.0,0.33,0.0,0.67,0.0
flGZteJUNYU[0],sp that is some information sp on how to take college tuition as a credit on your tax return sp my name,0.67,0.0,0.0,0.0,0.0,0.0,0.0
273531[0],hey sp expo tv sp today i'm here,0.0,0.0,1.0,0.0,0.0,0.0,0.0
273531[1],tv sp today i'm here to talk about the sp movie in sp theaters sp mirrors sp uhh sp featuring kiefer sutherland sp,-0.33,0.33,0.33,0.0,0.0,0.33,0.0
273531[2],sp umm and i don't wanna ruin the sp pathetic plot of this movie sp umm but obviously he has to confront what's behind sp these visions in the mirrors sp and discover sp why it's happening how it's happening how to stop it sp why it's happening to him sp,-2.0,0.0,1.0,0.0,0.0,2.0,0.0
273531[3],sp actually he needs to enlist some help from his friend amy sp,0.0,0.0,1.33,0.0,0.0,0.0,0.0
273531[4],umm sp and it's just kind of your classic sp umm bad horror film sp it wasn't,-1.67,0.0,1.0,0.0,0.33,1.0,0.0
273531[5],film sp it wasn't really scary sp very very predictable sp umm and sp poor acting kiefer sutherland,-2.0,0.0,1.0,0.0,0.0,1.0,0.0
273531[6],acting kiefer sutherland sp umm does a very bad job in this film with his acting he's not convincing,-2.0,0.0,1.0,0.0,0.0,0.67,0.0
273531[7],his acting he's not convincing sp,-1.67,0.0,1.33,0.33,0.0,0.33,0.0
273531[8],sp the fear he's supposed to be conveying to the audience sp doesn't seem real it seems very,-1.0,0.0,1.0,0.0,0.0,0.33,0.0
273531[9],seem real it seems very forced sp umm,-2.0,0.0,1.33,0.0,0.0,1.0,0.0
273531[10],umm sp it seems like sp he's expecting what he's seeing sp umm which obviously as the actor he is but sp as the character he supposed to be he's not sp supposed to expect it so it sp doesn't really fit sp,-1.67,0.0,1.33,0.0,0.0,0.33,0.0
273531[11],sp umm combine that with sp bad language also in the film and this movie just goes downhill so i'm gonna say,-1.67,0.0,0.33,0.33,0.0,0.67,0.0
273531[12],sp after seeing this one sp umm sp recently here sp i pretty much got what i expected from it sp,-0.67,0.0,1.0,0.0,0.0,0.67,0.0
273531[13],downhill so i'm gonna say one out five stars for the mirrors sp umm,-2.67,0.0,0.33,0.33,0.0,0.33,0.0
273531[14],sp umm sp don't waste your time with this horror flick sp umm much better ones out sp there sp thumbs,-1.67,0.0,0.33,0.0,0.0,0.33,0.0
273531[15],sp umm and what i expected was sp a sp poor sp cliche sp umm sp horror film sp with sp bad acting bad plot sp umm sp trying to you know just trying to scare you and failing miserably sp,-1.67,0.0,1.33,0.0,0.0,0.0,0.0
273531[16],sp that's exactly what this movie was sp,-0.33,0.0,0.67,0.0,0.0,0.0,0.0
273531[17],sp uhh the premise for this sp movie is sp kiefer character sp umm sp takes up a job as a night sp in a sp burnt out department sp store sp,-0.33,0.0,1.0,0.0,0.0,0.33,0.0
273531[18],sp and there's mirrors sp in this sp department store sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273531[19],sp and uhh in the mirrors sp naturally he sees sp horrific images sp umm,-0.33,0.0,0.33,0.0,0.0,0.0,0.0
273531[20],sp you know demonic images he himself,-0.33,0.0,1.0,0.0,0.0,0.0,0.0
273531[21],images he himself sp uhh like sp being tortured and stuff like that sp,-0.33,0.0,1.33,0.0,0.33,0.67,0.0
QNxiqu1y1N0[0],sp the securities and exchange commission has made a formal request to the sp auditing firms sp requesting that they ask the firms to hand over documents relating to audits of china based companies sp listed on public exchanges in the united sp states sp,0.0,1.33,0.0,0.0,0.0,0.0,0.0
QNxiqu1y1N0[1],sp the requests have gone to deloitte sp ernst young sp and over sp audits conducted by chinese units of the firms sp the,0.33,1.33,0.0,0.0,0.0,0.0,0.0
270665[0],sp this is eighty four sp and i'm going to talk to you today about the movie the doorman sp which is currently in theaters sp umm,0.0,0.33,0.0,0.0,0.0,0.33,0.0
270665[1],sp umm this is a very low quality film very low budget nobody sp uhh of any kind of sp umm sp ability sp actually in acting is in this film sp umm no well known actors no well known actresses nobody directing or even writing it that you probably would have ever heard of sp,-2.67,0.0,1.0,1.0,0.67,1.0,0.0
270665[2],friends at all sp and he kind of sp tries to come to terms with this sp has to get a grip on things and realize what's actually going on in his life sp and what he has going for him sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
270665[3],sp now that that stutter may sound sp like it has some potential sp and it may be going somewhere and it could be you know sp some big story about sp self revelation or sp interesting of the fact that he knows all these people and it could be sp of sp people's lives that come to the club and the information he can get from them and sp you know just kind of cool it could be kind of like a back sp uhh behind sp type of sp cool thing about these popular people sp umm,0.0,0.33,0.0,0.0,0.33,0.0,0.0
270665[4],umm however it's nothing like that it's actually,-1.0,0.0,0.67,1.0,0.67,0.67,0.0
270665[5],nothing like that it's actually quite terrible sp it is,-2.0,0.0,0.67,0.33,0.0,1.0,0.0
270665[6],terrible sp it is basically a big ego trip by this doorman guy sp umm and sp how he sp in self pity and self realization when it turns out that he actually has nothing sp,-1.67,0.0,0.67,0.0,0.0,1.0,0.0
270665[7],sp the writing sp umm was pathetic uhh sp quite frankly the story goes,-2.67,0.0,1.33,0.0,0.0,1.33,0.0
270665[8],frankly the story goes nowhere sp it's,-2.33,0.0,0.0,0.67,0.33,2.0,0.0
270665[9],nowhere sp it's basically a big circle sp he,-0.33,0.0,0.33,1.0,0.0,0.0,0.0
270665[10],circle sp he wakes up one day feels sorry for himself tries to get over it can't goes out sp gets shunned by these people he's tied to sp comes back and crashes gets drunk and is worthless sp,0.0,0.0,0.33,0.0,0.0,0.33,0.0
270665[11],sp gets up the next morning and it goes around in a circle again sp,0.0,0.0,0.33,1.0,0.67,0.0,0.0
270665[12],sp it follows the story of a doorman in new york city sp or basically a bouncer at one of the clubs sp and,0.0,0.0,0.0,1.0,0.0,0.0,0.0
270665[13],sp gets up the next morning and it goes anyway you get the idea sp it keeps,0.0,0.0,0.0,0.33,0.0,0.0,0.0
270665[14],idea sp it keeps going round and round and round same thing over,-1.0,0.0,0.33,0.33,0.0,0.33,0.0
270665[15],round and round same thing over and over and over again sp not,-1.0,0.0,0.0,0.33,0.0,0.0,0.0
270665[16],again sp not worth seeing not worth renting sp not worth wasting your life over quite frankly sp the,-2.67,0.0,0.0,1.33,0.0,1.0,0.67
270665[17],frankly sp the soundtrack is sp nonexistent for the most part sp,-1.67,0.0,0.0,1.0,0.0,1.0,0.0
270665[18],sp not that it could have added much to a movie like this sp but still at least maybe some good music would have redeemed it in a small way sp but,-2.33,0.0,0.0,1.0,0.0,0.33,0.0
270665[19],way sp but not even that so it's all,0.0,0.0,0.33,1.0,0.0,0.0,0.0
270665[20],even that so it's all downhill sp umm,-2.0,0.0,0.33,1.0,0.0,0.33,0.0
270665[21],sp umm nobody can really act in this one it all keeps,-2.33,0.0,0.33,0.67,0.0,1.33,0.0
